invoice_id,payment_id,vendor,expected_amount,actual_amount,variance,posting_date,status,department,root_cause,recommended_action
53964201,PAY-0174615001,WESTERN STATES OIL,7300.74,7300.74,0.0,2021-07-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53939401,PAY-0174874901,BOUND TREE MEDICAL LLC,5518.28,5518.28,0.0,2021-07-26,matched,FIR Fire Department,Matched payment,No action required.
53968901,PAY-0206421801,CITY AUTO SUPPLY,96.44,96.44,0.0,2022-04-19,matched,AIR Airport Commission,Matched payment,No action required.
54008201,PAY-0182786201,MISSION LINEN SUPPLY,518.48,534.52,16.04,2021-10-04,ledger_mismatch,DPH Public Health,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53939401,PAY-0175718801,BOUND TREE MEDICAL LLC,1665.98,1665.98,0.0,2021-08-02,matched,FIR Fire Department,Matched payment,No action required.
53918301,PAY-0185653601,KONICA MINOLTA BUSINESS SOLUTNS USA INC,141.23,141.23,0.0,2021-11-12,matched,DPH Public Health,Matched payment,No action required.
53920301,PAY-0184112201,HARRISON & BONINI INC,299.86,299.86,0.0,2021-10-21,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53996701,PAY-0176069901,WESTERN STATES OIL,2156.83,1827.82,-329.01,2021-08-04,underpaid,FIR Fire Department,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53937601,PAY-0212100301,BlueTriton Brands Inc,48.37,48.37,0.0,2022-06-06,matched,DPH Public Health,Matched payment,No action required.
53986401,PAY-0211507901,INTERSTATE TRAFFIC CONTROL PRODUCTS INC,4792.09,4061.09,-731.0,2022-05-31,underpaid,AIR Airport Commission,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53944301,PAY-0182171401,M S C INDUSTRIAL SUPPLY COMPANY INC,1780.58,1780.58,0.0,2021-09-27,matched,ADM GSA - City Administrator,Matched payment,No action required.
53953601,PAY-0191106401,PARKMERCED OWNER LLC,3318.26,3318.26,0.0,2021-12-14,matched,HSA Human Services Agency,Matched payment,No action required.
53944301,PAY-0203741201,M S C INDUSTRIAL SUPPLY COMPANY INC,80.66,80.66,0.0,2022-03-26,matched,ADM GSA - City Administrator,Matched payment,No action required.
53940401,PAY-0173794601,MEDLINE INDUSTRIES INC,23.48,23.48,0.0,2021-07-17,matched,DPH Public Health,Matched payment,No action required.
53971601,PAY-0185417201,UNION SERVICE COMPANY INC,850.0,850.0,0.0,2021-10-26,matched,LIB Public Library,Matched payment,No action required.
54007301,PAY-0194796701,PACIFIC MATERIALS HANDLING SOLUTIONS INC,237.15,237.15,0.0,2022-01-20,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53924301,PAY-0184390301,COMCAST OF CALIFORNIA III INC,260.7,260.7,0.0,2021-10-19,matched,ADM GSA - City Administrator,Matched payment,No action required.
53939401,PAY-0186295701,BOUND TREE MEDICAL LLC,129.34,129.34,0.0,2021-11-03,matched,FIR Fire Department,Matched payment,No action required.
53950801,PAY-0177031601,US FOODS INC,1787.47,1787.47,0.0,2021-08-12,matched,DPH Public Health,Matched payment,No action required.
54009801,PAY-0194059701,CITY AUTO SUPPLY,35.38,36.47,1.09,2022-01-13,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53992701,PAY-0174586301,T & S TRADING & ENTERPRISE CO,559.72,474.34,-85.38,2021-07-22,underpaid,DT  GSA - Technology,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53950801,PAY-0179684701,US FOODS INC,723.13,723.13,0.0,2021-09-07,matched,DPH Public Health,Matched payment,No action required.
53968901,PAY-0201297801,CITY AUTO SUPPLY,178.26,178.26,0.0,2022-03-09,matched,AIR Airport Commission,Matched payment,No action required.
53995701,PAY-0189147001,PAYBYPHONE TECHNOLOGIES INC,106.58,90.32,-16.26,2021-12-02,underpaid,MTA Municipal Transprtn Agncy,Installment split created a short settlement,Match split installments against the original invoice value.
53969601,PAY-0193010701,TFB GLOBAL LLC,11380.23,11380.23,0.0,2022-01-03,matched,AIR Airport Commission,Matched payment,No action required.
53927801,PAY-0215106301,GRAINGER,169.26,169.26,0.0,2022-06-24,matched,DPH Public Health,Matched payment,No action required.
53921301,PAY-0185654701,INTERNATIONAL FIRE INC,333.3,333.3,0.0,2021-10-28,matched,ADM GSA - City Administrator,Matched payment,No action required.
53976101,PAY-0193536301,NATIONAL UTILITY SALES CORP,8395.68,9877.27,1481.59,2022-01-06,overpaid,PRT Port,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53915901,PAY-0189209501,OFFICE DEPOT,57.84,57.84,0.0,2021-11-29,matched,DPH Public Health,Matched payment,No action required.
53974201,PAY-0206161501,TALAS,573.59,573.59,0.0,2022-04-15,matched,AIR Airport Commission,Matched payment,No action required.
53922101,PAY-0198566401,OFFICE DEPOT,47.77,47.77,0.0,2022-02-17,matched,DPH Public Health,Matched payment,No action required.
53996701,PAY-0176101901,WESTERN STATES OIL,5186.23,4395.11,-791.12,2021-08-04,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
53971601,PAY-0178552901,UNION SERVICE COMPANY INC,2200.0,2200.0,0.0,2021-08-26,matched,LIB Public Library,Matched payment,No action required.
54006301,PAY-0188314401,STAPLES BUSINESS ADVANTAGE,850.13,850.13,0.0,2021-11-19,duplicate_suspected,LIB Public Library,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
54007201,PAY-0188716701,CORELOGIC SOLUTIONS LLC,166.67,166.67,0.0,2021-11-22,duplicate_suspected,CII Commty Invest & Infrstrctr,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53952501,PAY-0202290801,VESTIS SERVICES LLC,660.92,660.92,0.0,2022-03-22,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53921501,PAY-0204315601,LIVABLE CITY,14887.16,14887.16,0.0,2022-04-08,matched,DPH Public Health,Matched payment,No action required.
53914901,PAY-0207432601,KONICA MINOLTA BUSINESS SOLUTNS USA INC,61.88,61.88,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
54000501,PAY-0184372301,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,3107.85,3107.85,0.0,2021-10-19,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53943501,PAY-0206671101,HARRISON & BONINI INC,2769.94,2769.94,0.0,2022-04-20,matched,ADM GSA - City Administrator,Matched payment,No action required.
53972801,PAY-0201098001,B B I ENGINEERING INC,371.71,371.71,0.0,2022-03-08,matched,LIB Public Library,Matched payment,No action required.
53918301,PAY-0206548001,KONICA MINOLTA BUSINESS SOLUTNS USA INC,20.58,20.58,0.0,2022-04-21,matched,DPH Public Health,Matched payment,No action required.
53983501,PAY-0207086501,SHANTI PROJECT,272.54,320.64,48.1,2022-04-29,overpaid,DPH Public Health,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53952501,PAY-0196255501,VESTIS SERVICES LLC,26.61,26.61,0.0,2022-02-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53949601,PAY-0174219501,MEDLINE INDUSTRIES INC,89.22,89.22,0.0,2021-07-21,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0173496301,US FOODS INC,2424.29,2424.29,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53939401,PAY-0192493701,BOUND TREE MEDICAL LLC,13337.43,13337.43,0.0,2021-12-27,matched,FIR Fire Department,Matched payment,No action required.
54008201,PAY-0185189001,MISSION LINEN SUPPLY,391.71,403.82,12.11,2021-10-25,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53969001,PAY-0202936101,XEROX CORPORATION,139.25,139.25,0.0,2022-03-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53920101,PAY-0211621701,STAPLES BUSINESS ADVANTAGE,68.54,68.54,0.0,2022-06-01,matched,ADM GSA - City Administrator,Matched payment,No action required.
53921301,PAY-0192834201,INTERNATIONAL FIRE INC,508.31,508.31,0.0,2021-12-30,matched,ADM GSA - City Administrator,Matched payment,No action required.
53976001,PAY-0173862301,Jimmie Muscatello's,511.91,602.25,90.34,2021-07-22,overpaid,POL Police,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53952501,PAY-0204063701,VESTIS SERVICES LLC,664.69,664.69,0.0,2022-03-29,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54011001,PAY-0202029001,HILL-ROM COMPANY INC,1053.02,1085.59,32.57,2022-03-15,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53967201,PAY-0209046601,LAZ PARKING CALIFORNIA LLC,134005.04,134005.04,0.0,2022-05-18,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53920801,PAY-0204039501,OFFICE DEPOT,21.48,21.48,0.0,2022-03-29,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0173462801,US FOODS INC,1172.87,1172.87,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53917401,PAY-0190328601,A&A Health Services LLC,124000.0,124000.0,0.0,2021-12-08,matched,DPH Public Health,Matched payment,No action required.
53967201,PAY-0183278201,LAZ PARKING CALIFORNIA LLC,50743.87,50743.87,0.0,2021-10-12,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53968901,PAY-0178588301,CITY AUTO SUPPLY,67.13,67.13,0.0,2021-08-26,matched,AIR Airport Commission,Matched payment,No action required.
53950801,PAY-0180889801,US FOODS INC,490.2,490.2,0.0,2021-09-17,matched,DPH Public Health,Matched payment,No action required.
53920701,PAY-0208816601,SIEMENS INDUSTRY INC,5348.0,5348.0,0.0,2022-05-09,matched,LIB Public Library,Matched payment,No action required.
54004701,PAY-0197466701,PARKMERCED OWNER LLC,2455.0,2455.0,0.0,2022-02-11,duplicate_suspected,HSA Human Services Agency,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
54002401,PAY-0175825301,DIAGNOSTIC MEDICAL,429.0,429.0,0.0,2021-08-03,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53951301,PAY-0194015201,VESTIS SERVICES LLC,92.61,92.61,0.0,2022-01-12,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53922801,PAY-0176427201,OhmConnect Inc,40200.0,40200.0,0.0,2021-08-26,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53952501,PAY-0178504201,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-08-25,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53921601,PAY-0194029001,City of Roseville,83070.0,83070.0,0.0,2022-01-12,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54009801,PAY-0179763901,CITY AUTO SUPPLY,17.07,17.6,0.53,2021-09-15,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53965601,PAY-0202524001,CRESCO EQUIPMENT RENTALS,2063.88,2063.88,0.0,2022-03-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54007301,PAY-0190112001,PACIFIC MATERIALS HANDLING SOLUTIONS INC,224.23,224.23,0.0,2021-12-06,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53957801,PAY-0184771401,OFFICE DEPOT,547.89,547.89,0.0,2021-10-21,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0175697401,US FOODS INC,112.6,112.6,0.0,2021-08-02,matched,DPH Public Health,Matched payment,No action required.
54008901,PAY-0185450601,IMPARK,3585.12,3696.0,110.88,2021-10-27,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
54005801,PAY-0192710001,SHANTI PROJECT,769.97,769.97,0.0,2022-01-05,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
54000201,PAY-0206348501,GARRATT-CALLAHAN COMPANY,1668.58,1668.58,0.0,2022-04-18,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53957401,PAY-0187876501,MOBILE MODULAR MANAGEMENT CORP,344.88,344.88,0.0,2021-11-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53948201,PAY-0185019201,VESTIS SERVICES LLC,272.4,272.4,0.0,2021-10-22,matched,LIB Public Library,Matched payment,No action required.
53950801,PAY-0175698101,US FOODS INC,87.81,87.81,0.0,2021-08-02,matched,DPH Public Health,Matched payment,No action required.
54009101,PAY-0188381901,STAPLES BUSINESS ADVANTAGE,8.65,8.92,0.27,2021-11-22,ledger_mismatch,LIB Public Library,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53941801,PAY-0208837001,UNITED CALIFORNIA GLASS & DOOR,1082.0,1082.0,0.0,2022-05-09,matched,WAR War Memorial,Matched payment,No action required.
54008101,PAY-0197366101,COMCAST OF CA/COLORADO/WASHINGTON I INC,162.8,162.8,0.0,2022-02-09,duplicate_suspected,CII Commty Invest & Infrstrctr,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53954001,PAY-0195603901,ROBERTS HARDWARE,76.53,76.53,0.0,2022-01-27,matched,REC Recreation & Park Commsn,Matched payment,No action required.
54009801,PAY-0199237001,CITY AUTO SUPPLY,15.11,15.58,0.47,2022-03-01,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53930101,PAY-0186364201,INTERNATIONAL FIRE INC,593.31,593.31,0.0,2021-11-04,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53966101,PAY-0210250801,Geotab USA Inc.,664.0,664.0,0.0,2022-05-19,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53955901,PAY-0175247701,C R BARD INC,1578.69,1578.69,0.0,2022-06-14,matched,DPH Public Health,Matched payment,No action required.
53966501,PAY-0179519501,PROFESSIONAL CONTRACTOR SUPPLY (PCS),406.61,406.61,0.0,2021-09-07,matched,ADM GSA - City Administrator,Matched payment,No action required.
53951301,PAY-0174444401,VESTIS SERVICES LLC,21.95,21.95,0.0,2021-07-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0182801901,M S C INDUSTRIAL SUPPLY COMPANY INC,268.52,268.52,0.0,2021-10-04,matched,ADM GSA - City Administrator,Matched payment,No action required.
53917401,PAY-0211979401,A&A Health Services LLC,184000.0,184000.0,0.0,2022-06-08,matched,DPH Public Health,Matched payment,No action required.
53973601,PAY-0185249001,DISCOUNT BUILDERS SUPPLY,0.25,0.25,0.0,2021-10-26,matched,HOM Homelessness Services,Matched payment,No action required.
53926701,PAY-0174821601,UPWARDLY GLOBAL,10090.32,10090.32,0.0,2021-07-26,matched,MYR Mayor,Matched payment,No action required.
53951301,PAY-0208609101,VESTIS SERVICES LLC,21.95,21.95,0.0,2022-05-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0179961801,M S C INDUSTRIAL SUPPLY COMPANY INC,181.46,181.46,0.0,2021-09-09,matched,ADM GSA - City Administrator,Matched payment,No action required.
53964201,PAY-0196396301,WESTERN STATES OIL,5751.72,5751.72,0.0,2022-02-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0192989301,CENTER HARDWARE CO INC,120.0,120.0,0.0,2022-01-03,matched,REG Elections,Matched payment,No action required.
53983701,PAY-0177592901,VERIZON WIRELESS,153.2,180.24,27.04,2021-08-17,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53964401,PAY-0186167501,SABAH INTERNATIONAL INC,269.5,269.5,0.0,2021-11-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53944301,PAY-0185219801,M S C INDUSTRIAL SUPPLY COMPANY INC,15.08,15.08,0.0,2021-10-25,matched,ADM GSA - City Administrator,Matched payment,No action required.
53968901,PAY-0187704901,CITY AUTO SUPPLY,170.63,170.63,0.0,2021-11-16,matched,AIR Airport Commission,Matched payment,No action required.
53955301,PAY-0176128101,MEDTRONIC USA INC,16388.38,16388.38,0.0,2021-11-16,matched,DPH Public Health,Matched payment,No action required.
53930401,PAY-0182463301,GILTON SOLID WASTE,7525.8,7525.8,0.0,2021-09-29,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996301,PAY-0182135301,MALTBY ELECTRIC SUPPLY CO INC,52.56,44.54,-8.02,2021-09-27,underpaid,AIR Airport Commission,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53979501,PAY-0177280901,FLUID GAUGE COMPANY,511.66,601.95,90.29,2021-08-13,overpaid,DPW Public Works,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53975701,PAY-0180494101,CENTER HARDWARE CO INC,7428.07,7428.07,0.0,2021-09-15,matched,REG Elections,Matched payment,No action required.
53970601,PAY-0203823901,SERRAMONTE FORD,418.68,418.68,0.0,2022-03-28,matched,AIR Airport Commission,Matched payment,No action required.
53944301,PAY-0203908601,M S C INDUSTRIAL SUPPLY COMPANY INC,12.1,12.1,0.0,2022-03-28,matched,ADM GSA - City Administrator,Matched payment,No action required.
53970601,PAY-0198698301,SERRAMONTE FORD,31.93,31.93,0.0,2022-02-18,matched,AIR Airport Commission,Matched payment,No action required.
53989801,PAY-0177822801,GOLDENGATE DOOR & WINDOW INC,635.8,538.81,-96.99,2021-08-19,underpaid,DPW Public Works,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53914901,PAY-0207431201,KONICA MINOLTA BUSINESS SOLUTNS USA INC,35.33,35.33,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
53921401,PAY-0209418001,CALPINE ENERGY SERVICES LP,225000.0,225000.0,0.0,2022-05-13,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53983701,PAY-0185043801,VERIZON WIRELESS,326.11,383.66,57.55,2021-10-22,overpaid,PUC Public Utilities Commsn,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53951301,PAY-0202133201,VESTIS SERVICES LLC,73.5,73.5,0.0,2022-03-15,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0214601401,CITY AUTO SUPPLY,486.22,486.22,0.0,2022-06-22,matched,AIR Airport Commission,Matched payment,No action required.
53924901,PAY-0181161901,STAPLES BUSINESS ADVANTAGE,98.73,98.73,0.0,2021-10-05,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53968901,PAY-0186208901,CITY AUTO SUPPLY,64.4,64.4,0.0,2021-11-03,matched,AIR Airport Commission,Matched payment,No action required.
53969601,PAY-0197082301,TFB GLOBAL LLC,10319.66,10319.66,0.0,2022-02-08,matched,AIR Airport Commission,Matched payment,No action required.
53917201,PAY-0184481601,VESTIS SERVICES LLC,448.65,448.65,0.0,2021-10-19,matched,AIR Airport Commission,Matched payment,No action required.
53914901,PAY-0207434001,KONICA MINOLTA BUSINESS SOLUTNS USA INC,421.77,421.77,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
53960501,PAY-0187591901,RIDGE FOUNDRY INC,7336.52,7336.52,0.0,2021-11-23,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53960701,PAY-0196227201,KONICA MINOLTA BUSINESS SOLUTNS USA INC,756.68,756.68,0.0,2022-02-01,matched,DPH Public Health,Matched payment,No action required.
53917201,PAY-0207051701,VESTIS SERVICES LLC,611.69,611.69,0.0,2022-04-25,matched,AIR Airport Commission,Matched payment,No action required.
54000501,PAY-0181114701,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,24877.93,24877.93,0.0,2021-09-20,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53976001,PAY-0175058401,Jimmie Muscatello's,308.23,362.62,54.39,2021-07-27,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53938801,PAY-0175559401,MEDLINE INDUSTRIES INC,1611.67,1611.67,0.0,2021-09-15,matched,DPH Public Health,Matched payment,No action required.
53924401,PAY-0187636801,BlueTriton Brands Inc,4.33,4.33,0.0,2021-11-16,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0177807401,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-08-19,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54005101,PAY-0189919301,T & S TRADING & ENTERPRISE CO,722.97,722.97,0.0,2021-12-03,duplicate_suspected,AIR Airport Commission,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53944301,PAY-0177401701,M S C INDUSTRIAL SUPPLY COMPANY INC,89.64,89.64,0.0,2021-08-16,matched,ADM GSA - City Administrator,Matched payment,No action required.
53952501,PAY-0186237801,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-11-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53971201,PAY-0200355401,XEROX CORPORATION,153.21,153.21,0.0,2022-03-01,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53924401,PAY-0212423201,BlueTriton Brands Inc,77.73,77.73,0.0,2022-06-07,matched,DPH Public Health,Matched payment,No action required.
53972301,PAY-0200296801,XEROX CORPORATION,167.95,167.95,0.0,2022-03-03,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0195068801,CENTER HARDWARE CO INC,79.46,93.48,14.02,2022-01-21,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
54009801,PAY-0191211301,CITY AUTO SUPPLY,9.07,9.35,0.28,2021-12-22,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
54008201,PAY-0197061201,MISSION LINEN SUPPLY,344.96,355.63,10.67,2022-02-08,ledger_mismatch,DPH Public Health,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53975701,PAY-0194254001,CENTER HARDWARE CO INC,16.62,19.55,2.93,2022-01-13,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53967201,PAY-0203135801,LAZ PARKING CALIFORNIA LLC,29894.22,29894.22,0.0,2022-04-13,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53995301,PAY-0181445901,MT ST JOSEPH-ST ELIZABETH,233442.37,197832.52,-35609.85,2021-09-22,underpaid,DPH Public Health,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53968901,PAY-0192085701,CITY AUTO SUPPLY,24.82,24.82,0.0,2021-12-22,matched,AIR Airport Commission,Matched payment,No action required.
53941901,PAY-0200501201,GLOBAL ACCESS SUPPLY INC,6850.25,6850.25,0.0,2022-03-02,matched,AIR Airport Commission,Matched payment,No action required.
53942001,PAY-0204928601,LANGUAGELINE SOLUTIONS,2326.65,2326.65,0.0,2022-05-02,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53975701,PAY-0206156701,CENTER HARDWARE CO INC,187.34,220.4,33.06,2022-04-15,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53957801,PAY-0176981501,OFFICE DEPOT,19.28,19.28,0.0,2021-08-11,matched,DPH Public Health,Matched payment,No action required.
53971201,PAY-0195823801,XEROX CORPORATION,137.25,137.25,0.0,2022-01-28,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0186381501,CITY AUTO SUPPLY,165.15,165.15,0.0,2021-11-04,matched,AIR Airport Commission,Matched payment,No action required.
53971201,PAY-0206093701,XEROX CORPORATION,153.82,153.82,0.0,2022-04-15,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53983701,PAY-0180342501,VERIZON WIRELESS,209.56,246.54,36.98,2021-09-14,overpaid,PUC Public Utilities Commsn,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53945501,PAY-0181247201,CRESCO EQUIPMENT RENTALS,5105.38,5105.38,0.0,2021-09-28,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53969601,PAY-0182172901,TFB GLOBAL LLC,76.13,76.13,0.0,2021-09-27,matched,AIR Airport Commission,Matched payment,No action required.
53924401,PAY-0212419001,BlueTriton Brands Inc,236.21,236.21,0.0,2022-06-07,matched,DPH Public Health,Matched payment,No action required.
53968901,PAY-0183585401,CITY AUTO SUPPLY,68.92,68.92,0.0,2021-10-12,matched,AIR Airport Commission,Matched payment,No action required.
54009801,PAY-0203151801,CITY AUTO SUPPLY,93.87,96.77,2.9,2022-04-11,ledger_mismatch,MTA Municipal Transprtn Agncy,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
54006301,PAY-0176025001,STAPLES BUSINESS ADVANTAGE,793.58,793.58,0.0,2021-08-04,duplicate_suspected,LIB Public Library,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53924601,PAY-0190833701,COMCAST OF CA/COLORADO/WASHINGTON I INC,835.54,835.54,0.0,2021-12-13,matched,DEM Emergency Management,Matched payment,No action required.
53921301,PAY-0211595201,INTERNATIONAL FIRE INC,72.61,72.61,0.0,2022-06-01,matched,ADM GSA - City Administrator,Matched payment,No action required.
53939401,PAY-0190411401,BOUND TREE MEDICAL LLC,1897.46,1897.46,0.0,2021-12-08,matched,FIR Fire Department,Matched payment,No action required.
53996701,PAY-0187091201,WESTERN STATES OIL,3445.0,2919.49,-525.51,2021-11-10,underpaid,FIR Fire Department,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53924401,PAY-0212421101,BlueTriton Brands Inc,143.79,143.79,0.0,2022-06-07,matched,DPH Public Health,Matched payment,No action required.
53975701,PAY-0182901301,CENTER HARDWARE CO INC,1609.99,1609.99,0.0,2021-10-05,matched,REG Elections,Matched payment,No action required.
53952501,PAY-0180211001,VESTIS SERVICES LLC,14.9,14.9,0.0,2021-09-13,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996701,PAY-0178516201,WESTERN STATES OIL,4442.43,3764.77,-677.66,2021-08-25,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
54000501,PAY-0206018001,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,586.96,586.96,0.0,2022-04-14,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53953101,PAY-0185038301,XEROX CORPORATION,22.83,22.83,0.0,2021-10-22,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54005901,PAY-0173676101,OFFICE DEPOT,9.65,9.65,0.0,2021-08-02,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53924401,PAY-0180122901,BlueTriton Brands Inc,4.33,4.33,0.0,2021-09-10,matched,DPH Public Health,Matched payment,No action required.
53925701,PAY-0186375901,OFFICE DEPOT,27.65,27.65,0.0,2021-11-04,matched,DPH Public Health,Matched payment,No action required.
54006801,PAY-0187302101,SHRED WORKS,57.0,57.0,0.0,2021-11-15,duplicate_suspected,DEM Emergency Management,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53975701,PAY-0210598601,CENTER HARDWARE CO INC,57.73,67.92,10.19,2022-05-23,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53921301,PAY-0208953901,INTERNATIONAL FIRE INC,566.14,566.14,0.0,2022-05-10,matched,ADM GSA - City Administrator,Matched payment,No action required.
53926901,PAY-0210083401,DISCOUNT BUILDERS SUPPLY,28.46,28.46,0.0,2022-05-19,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53953501,PAY-0207423801,SAN FRANCISCO FOOD BANK,4804.32,4804.32,0.0,2022-04-29,matched,DPH Public Health,Matched payment,No action required.
